"cycle","variable_name","value_code","value_label"
"2013-2014","ACC_32J",9,"NOT STATED"
"2010-2011","ACC_32K",1,"YES"
"2010-2011","ACC_32K",2,"NO"
"2010-2011","ACC_32K",6,"NOT APPLICABLE"
"2010-2011","ACC_32K",7,"DON'T KNOW"
"2010-2011","ACC_32K",8,"REFUSAL"
"2010-2011","ACC_32K",9,"NOT STATED"
"2013-2014","ACC_32K",1,"YES"
"2013-2014","ACC_32K",2,"NO"
"2013-2014","ACC_32K",6,"NOT APPLICABLE"
"2013-2014","ACC_32K",7,"DON'T KNOW"
"2013-2014","ACC_32K",8,"REFUSAL"
"2013-2014","ACC_32K",9,"NOT STATED"
"2010-2011","ACC_32L",1,"YES"
"2010-2011","ACC_32L",2,"NO"
"2010-2011","ACC_32L",6,"NOT APPLICABLE"
"2010-2011","ACC_32L",7,"DON'T KNOW"
"2010-2011","ACC_32L",8,"REFUSAL"
"2010-2011","ACC_32L",9,"NOT STATED"
"2013-2014","ACC_32L",1,"YES"
"2013-2014","ACC_32L",2,"NO"
"2013-2014","ACC_32L",6,"NOT APPLICABLE"
"2013-2014","ACC_32L",7,"DON'T KNOW"
"2013-2014","ACC_32L",8,"REFUSAL"
"2013-2014","ACC_32L",9,"NOT STATED"
"2010-2011","ACC_32M",1,"YES"
"2010-2011","ACC_32M",2,"NO"
"2010-2011","ACC_32M",6,"NOT APPLICABLE"
"2010-2011","ACC_32M",7,"DON'T KNOW"
"2010-2011","ACC_32M",8,"REFUSAL"
"2010-2011","ACC_32M",9,"NOT STATED"
"2013-2014","ACC_32M",1,"YES"
"2013-2014","ACC_32M",2,"NO"
"2013-2014","ACC_32M",6,"NOT APPLICABLE"
"2013-2014","ACC_32M",7,"DON'T KNOW"
"2013-2014","ACC_32M",8,"REFUSAL"
"2013-2014","ACC_32M",9,"NOT STATED"
"2010-2011","ACC_32N",1,"YES"
"2010-2011","ACC_32N",2,"NO"
"2010-2011","ACC_32N",6,"NOT APPLICABLE"
"2010-2011","ACC_32N",7,"DON'T KNOW"
"2010-2011","ACC_32N",8,"REFUSAL"
"2010-2011","ACC_32N",9,"NOT STATED"
"2010-2011","ACC_40",1,"YES"
"2010-2011","ACC_40",2,"NO"
"2010-2011","ACC_40",6,"NOT APPLICABLE"
"2010-2011","ACC_40",7,"DON'T KNOW"
"2010-2011","ACC_40",8,"REFUSAL"
"2010-2011","ACC_40",9,"NOT STATED"
"2013-2014","ACC_40",1,"YES"
"2013-2014","ACC_40",2,"NO"
"2013-2014","ACC_40",6,"NOT APPLICABLE"
"2013-2014","ACC_40",7,"DON'T KNOW"
"2013-2014","ACC_40",8,"REFUSAL"
"2013-2014","ACC_40",9,"NOT STATED"
"2010-2011","ACC_40A",1,"YES"
"2010-2011","ACC_40A",2,"NO"
"2010-2011","ACC_40A",6,"NOT APPLICABLE"
"2010-2011","ACC_40A",7,"DON'T KNOW"
"2010-2011","ACC_40A",8,"REFUSAL"
"2010-2011","ACC_40A",9,"NOT STATED"
"2013-2014","ACC_40A",1,"YES"
"2013-2014","ACC_40A",2,"NO"
"2013-2014","ACC_40A",6,"NOT APPLICABLE"
"2013-2014","ACC_40A",7,"DON'T KNOW"
"2013-2014","ACC_40A",8,"REFUSAL"
"2013-2014","ACC_40A",9,"NOT STATED"
"2010-2011","ACC_40B",1,"YES"
"2010-2011","ACC_40B",2,"NO"
"2010-2011","ACC_40B",6,"NOT APPLICABLE"
"2010-2011","ACC_40B",7,"DON'T KNOW"
"2010-2011","ACC_40B",8,"REFUSAL"
"2010-2011","ACC_40B",9,"NOT STATED"
"2013-2014","ACC_40B",1,"YES"
"2013-2014","ACC_40B",2,"NO"
"2013-2014","ACC_40B",6,"NOT APPLICABLE"
"2013-2014","ACC_40B",7,"DON'T KNOW"
"2013-2014","ACC_40B",8,"REFUSAL"
"2013-2014","ACC_40B",9,"NOT STATED"
"2010-2011","ACC_40C",1,"YES"
"2010-2011","ACC_40C",2,"NO"
"2010-2011","ACC_40C",6,"NOT APPLICABLE"
"2010-2011","ACC_40C",7,"DON'T KNOW"
"2010-2011","ACC_40C",8,"REFUSAL"
"2010-2011","ACC_40C",9,"NOT STATED"
"2013-2014","ACC_40C",1,"YES"
"2013-2014","ACC_40C",2,"NO"
"2013-2014","ACC_40C",6,"NOT APPLICABLE"
"2013-2014","ACC_40C",7,"DON'T KNOW"
"2013-2014","ACC_40C",8,"REFUSAL"
"2013-2014","ACC_40C",9,"NOT STATED"
"2010-2011","ACC_40D",1,"YES"
"2010-2011","ACC_40D",2,"NO"
"2010-2011","ACC_40D",6,"NOT APPLICABLE"
"2010-2011","ACC_40D",7,"DON'T KNOW"
"2010-2011","ACC_40D",8,"REFUSAL"
"2010-2011","ACC_40D",9,"NOT STATED"
"2013-2014","ACC_40D",1,"YES"
"2013-2014","ACC_40D",2,"NO"
"2013-2014","ACC_40D",6,"NOT APPLICABLE"
"2013-2014","ACC_40D",7,"DON'T KNOW"
"2013-2014","ACC_40D",8,"REFUSAL"
"2013-2014","ACC_40D",9,"NOT STATED"
"2010-2011","ACC_40E",1,"YES"
"2010-2011","ACC_40E",2,"NO"
"2010-2011","ACC_40E",6,"NOT APPLICABLE"
"2010-2011","ACC_40E",7,"DON'T KNOW"
"2010-2011","ACC_40E",8,"REFUSAL"
"2010-2011","ACC_40E",9,"NOT STATED"
"2013-2014","ACC_40E",1,"YES"
"2013-2014","ACC_40E",2,"NO"
"2013-2014","ACC_40E",6,"NOT APPLICABLE"
"2013-2014","ACC_40E",7,"DON'T KNOW"
"2013-2014","ACC_40E",8,"REFUSAL"
"2013-2014","ACC_40E",9,"NOT STATED"
"2010-2011","ACC_40F",1,"YES"
"2010-2011","ACC_40F",2,"NO"
"2010-2011","ACC_40F",6,"NOT APPLICABLE"
"2010-2011","ACC_40F",7,"DON'T KNOW"
"2010-2011","ACC_40F",8,"REFUSAL"
"2010-2011","ACC_40F",9,"NOT STATED"
"2013-2014","ACC_40F",1,"YES"
"2013-2014","ACC_40F",2,"NO"
"2013-2014","ACC_40F",6,"NOT APPLICABLE"
"2013-2014","ACC_40F",7,"DON'T KNOW"
"2013-2014","ACC_40F",8,"REFUSAL"
"2013-2014","ACC_40F",9,"NOT STATED"
"2010-2011","ACC_40G",1,"YES"
"2010-2011","ACC_40G",2,"NO"
"2010-2011","ACC_40G",6,"NOT APPLICABLE"
"2010-2011","ACC_40G",7,"DON'T KNOW"
"2010-2011","ACC_40G",8,"REFUSAL"
"2010-2011","ACC_40G",9,"NOT STATED"
"2013-2014","ACC_40G",1,"YES"
"2013-2014","ACC_40G",2,"NO"
"2013-2014","ACC_40G",6,"NOT APPLICABLE"
"2013-2014","ACC_40G",7,"DON'T KNOW"
"2013-2014","ACC_40G",8,"REFUSAL"
"2013-2014","ACC_40G",9,"NOT STATED"
"2010-2011","ACC_41",1,"YES"
"2010-2011","ACC_41",2,"NO"
"2010-2011","ACC_41",6,"NOT APPLICABLE"
"2010-2011","ACC_41",7,"DON'T KNOW"
"2010-2011","ACC_41",8,"REFUSAL"
"2010-2011","ACC_41",9,"NOT STATED"
"2013-2014","ACC_41",1,"YES"
"2013-2014","ACC_41",2,"NO"
"2013-2014","ACC_41",6,"NOT APPLICABLE"
"2013-2014","ACC_41",7,"DON'T KNOW"
"2013-2014","ACC_41",8,"REFUSAL"
"2013-2014","ACC_41",9,"NOT STATED"
"2010-2011","ACC_42",1,"YES"
"2010-2011","ACC_42",2,"NO"
"2010-2011","ACC_42",3,"NOT REQUIRED"
"2010-2011","ACC_42",6,"NOT APPLICABLE"
"2010-2011","ACC_42",7,"DON'T KNOW"
"2010-2011","ACC_42",8,"REFUSAL"
"2010-2011","ACC_42",9,"NOT STATED"
"2013-2014","ACC_42",1,"YES"
"2013-2014","ACC_42",2,"NO"
"2013-2014","ACC_42",3,"NOT REQUIRED"
"2013-2014","ACC_42",6,"NOT APPLICABLE"
"2013-2014","ACC_42",7,"DON'T KNOW"
"2013-2014","ACC_42",8,"REFUSAL"
"2013-2014","ACC_42",9,"NOT STATED"
"2010-2011","ACC_43A",1,"YES"
"2010-2011","ACC_43A",2,"NO"
"2010-2011","ACC_43A",6,"NOT APPLICABLE"
"2010-2011","ACC_43A",7,"DON'T KNOW"
"2010-2011","ACC_43A",8,"REFUSAL"
"2010-2011","ACC_43A",9,"NOT STATED"
"2010-2011","ACC_43B",1,"YES"
"2010-2011","ACC_43B",2,"NO"
"2010-2011","ACC_43B",6,"NOT APPLICABLE"
"2010-2011","ACC_43B",7,"DON'T KNOW"
"2010-2011","ACC_43B",8,"REFUSAL"
"2010-2011","ACC_43B",9,"NOT STATED"
"2010-2011","ACC_43C",1,"YES"
"2010-2011","ACC_43C",2,"NO"
"2010-2011","ACC_43C",6,"NOT APPLICABLE"
"2010-2011","ACC_43C",7,"DON'T KNOW"
"2010-2011","ACC_43C",8,"REFUSAL"
"2010-2011","ACC_43C",9,"NOT STATED"
"2013-2014","ACC_43C",1,"YES"
"2013-2014","ACC_43C",2,"NO"
"2013-2014","ACC_43C",6,"NOT APPLICABLE"
"2013-2014","ACC_43C",7,"DON'T KNOW"
"2013-2014","ACC_43C",8,"REFUSAL"
"2013-2014","ACC_43C",9,"NOT STATED"
"2010-2011","ACC_43D",1,"YES"
"2010-2011","ACC_43D",2,"NO"
"2010-2011","ACC_43D",6,"NOT APPLICABLE"
"2010-2011","ACC_43D",7,"DON'T KNOW"
"2010-2011","ACC_43D",8,"REFUSAL"
"2010-2011","ACC_43D",9,"NOT STATED"
"2013-2014","ACC_43D",1,"YES"
"2013-2014","ACC_43D",2,"NO"
"2013-2014","ACC_43D",6,"NOT APPLICABLE"
"2013-2014","ACC_43D",7,"DON'T KNOW"
"2013-2014","ACC_43D",8,"REFUSAL"
"2013-2014","ACC_43D",9,"NOT STATED"
"2010-2011","ACC_43E",1,"YES"
"2010-2011","ACC_43E",2,"NO"
"2010-2011","ACC_43E",6,"NOT APPLICABLE"
"2010-2011","ACC_43E",7,"DON'T KNOW"
"2010-2011","ACC_43E",8,"REFUSAL"
"2010-2011","ACC_43E",9,"NOT STATED"
"2013-2014","ACC_43E",1,"YES"
"2013-2014","ACC_43E",2,"NO"
"2013-2014","ACC_43E",6,"NOT APPLICABLE"
"2013-2014","ACC_43E",7,"DON'T KNOW"
"2013-2014","ACC_43E",8,"REFUSAL"
"2013-2014","ACC_43E",9,"NOT STATED"
"2010-2011","ACC_43F",1,"YES"
"2010-2011","ACC_43F",2,"NO"
"2010-2011","ACC_43F",6,"NOT APPLICABLE"
"2010-2011","ACC_43F",7,"DON'T KNOW"
"2010-2011","ACC_43F",8,"REFUSAL"
"2010-2011","ACC_43F",9,"NOT STATED"
"2010-2011","ACC_43G",1,"YES"
"2010-2011","ACC_43G",2,"NO"
"2010-2011","ACC_43G",6,"NOT APPLICABLE"
"2010-2011","ACC_43G",7,"DON'T KNOW"
"2010-2011","ACC_43G",8,"REFUSAL"
"2010-2011","ACC_43G",9,"NOT STATED"
"2013-2014","ACC_43G",1,"YES"
"2013-2014","ACC_43G",2,"NO"
"2013-2014","ACC_43G",6,"NOT APPLICABLE"
"2013-2014","ACC_43G",7,"DON'T KNOW"
"2013-2014","ACC_43G",8,"REFUSAL"
"2013-2014","ACC_43G",9,"NOT STATED"
"2010-2011","ACC_43H",1,"YES"
"2010-2011","ACC_43H",2,"NO"
"2010-2011","ACC_43H",6,"NOT APPLICABLE"
"2010-2011","ACC_43H",7,"DON'T KNOW"
"2010-2011","ACC_43H",8,"REFUSAL"
"2010-2011","ACC_43H",9,"NOT STATED"
"2010-2011","ACC_43I",1,"YES"
"2010-2011","ACC_43I",2,"NO"
"2010-2011","ACC_43I",6,"NOT APPLICABLE"
"2010-2011","ACC_43I",7,"DON'T KNOW"
"2010-2011","ACC_43I",8,"REFUSAL"
"2010-2011","ACC_43I",9,"NOT STATED"
"2010-2011","ACC_44",1,"YES"
"2010-2011","ACC_44",2,"NO"
"2010-2011","ACC_44",3,"NOT REQUIRED"
"2010-2011","ACC_44",6,"NOT APPLICABLE"
"2010-2011","ACC_44",7,"DON'T KNOW"
"2010-2011","ACC_44",8,"REFUSAL"
"2010-2011","ACC_44",9,"NOT STATED"
"2013-2014","ACC_44",1,"YES"
"2013-2014","ACC_44",2,"NO"
"2013-2014","ACC_44",3,"NOT REQUIRED"
"2013-2014","ACC_44",6,"NOT APPLICABLE"
"2013-2014","ACC_44",7,"DON'T KNOW"
"2013-2014","ACC_44",8,"REFUSAL"
"2013-2014","ACC_44",9,"NOT STATED"
"2010-2011","ACC_45A",1,"YES"
"2010-2011","ACC_45A",2,"NO"
"2010-2011","ACC_45A",6,"NOT APPLICABLE"
"2010-2011","ACC_45A",7,"DON'T KNOW"
"2010-2011","ACC_45A",8,"REFUSAL"
"2010-2011","ACC_45A",9,"NOT STATED"
"2010-2011","ACC_45B",1,"YES"
"2010-2011","ACC_45B",2,"NO"
"2010-2011","ACC_45B",6,"NOT APPLICABLE"
"2010-2011","ACC_45B",7,"DON'T KNOW"
"2010-2011","ACC_45B",8,"REFUSAL"
"2010-2011","ACC_45B",9,"NOT STATED"
"2010-2011","ACC_45C",1,"YES"
"2010-2011","ACC_45C",2,"NO"
"2010-2011","ACC_45C",6,"NOT APPLICABLE"
"2010-2011","ACC_45C",7,"DON'T KNOW"
"2010-2011","ACC_45C",8,"REFUSAL"
"2010-2011","ACC_45C",9,"NOT STATED"
"2013-2014","ACC_45C",1,"YES"
"2013-2014","ACC_45C",2,"NO"
"2013-2014","ACC_45C",6,"NOT APPLICABLE"
"2013-2014","ACC_45C",7,"DON'T KNOW"
"2013-2014","ACC_45C",8,"REFUSAL"
"2013-2014","ACC_45C",9,"NOT STATED"
"2010-2011","ACC_45D",1,"YES"
"2010-2011","ACC_45D",2,"NO"
"2010-2011","ACC_45D",6,"NOT APPLICABLE"
"2010-2011","ACC_45D",7,"DON'T KNOW"
"2010-2011","ACC_45D",8,"REFUSAL"
"2010-2011","ACC_45D",9,"NOT STATED"
"2013-2014","ACC_45D",1,"YES"
"2013-2014","ACC_45D",2,"NO"
"2013-2014","ACC_45D",6,"NOT APPLICABLE"
"2013-2014","ACC_45D",7,"DON'T KNOW"
"2013-2014","ACC_45D",8,"REFUSAL"
"2013-2014","ACC_45D",9,"NOT STATED"
"2010-2011","ACC_45E",1,"YES"
"2010-2011","ACC_45E",2,"NO"
"2010-2011","ACC_45E",6,"NOT APPLICABLE"
"2010-2011","ACC_45E",7,"DON'T KNOW"
"2010-2011","ACC_45E",8,"REFUSAL"
"2010-2011","ACC_45E",9,"NOT STATED"
"2013-2014","ACC_45E",1,"YES"
"2013-2014","ACC_45E",2,"NO"
"2013-2014","ACC_45E",6,"NOT APPLICABLE"
"2013-2014","ACC_45E",7,"DON'T KNOW"
"2013-2014","ACC_45E",8,"REFUSAL"
"2013-2014","ACC_45E",9,"NOT STATED"
"2010-2011","ACC_45F",1,"YES"
"2010-2011","ACC_45F",2,"NO"
"2010-2011","ACC_45F",6,"NOT APPLICABLE"
"2010-2011","ACC_45F",7,"DON'T KNOW"
"2010-2011","ACC_45F",8,"REFUSAL"
"2010-2011","ACC_45F",9,"NOT STATED"
"2010-2011","ACC_45G",1,"YES"
"2010-2011","ACC_45G",2,"NO"
"2010-2011","ACC_45G",6,"NOT APPLICABLE"
"2010-2011","ACC_45G",7,"DON'T KNOW"
"2010-2011","ACC_45G",8,"REFUSAL"
"2010-2011","ACC_45G",9,"NOT STATED"
"2010-2011","ACC_45H",1,"YES"
"2010-2011","ACC_45H",2,"NO"
"2010-2011","ACC_45H",6,"NOT APPLICABLE"
"2010-2011","ACC_45H",7,"DON'T KNOW"
"2010-2011","ACC_45H",8,"REFUSAL"
"2010-2011","ACC_45H",9,"NOT STATED"
"2010-2011","ACC_45I",1,"YES"
"2010-2011","ACC_45I",2,"NO"
"2010-2011","ACC_45I",6,"NOT APPLICABLE"
"2010-2011","ACC_45I",7,"DON'T KNOW"
"2010-2011","ACC_45I",8,"REFUSAL"
"2010-2011","ACC_45I",9,"NOT STATED"
"2010-2011","ACC_46",1,"YES"
"2010-2011","ACC_46",2,"NO"
"2010-2011","ACC_46",3,"NOT REQUIRED"
"2010-2011","ACC_46",6,"NOT APPLICABLE"
"2010-2011","ACC_46",7,"DON'T KNOW"
"2010-2011","ACC_46",8,"REFUSAL"
"2010-2011","ACC_46",9,"NOT STATED"
"2013-2014","ACC_46",1,"YES"
"2013-2014","ACC_46",2,"NO"
"2013-2014","ACC_46",3,"NOT REQUIRED"
"2013-2014","ACC_46",6,"NOT APPLICABLE"
"2013-2014","ACC_46",7,"DON'T KNOW"
"2013-2014","ACC_46",8,"REFUSAL"
"2013-2014","ACC_46",9,"NOT STATED"
"2010-2011","ACC_47A",1,"YES"
"2010-2011","ACC_47A",2,"NO"
"2010-2011","ACC_47A",6,"NOT APPLICABLE"
"2010-2011","ACC_47A",7,"DON'T KNOW"
"2010-2011","ACC_47A",8,"REFUSAL"
"2010-2011","ACC_47A",9,"NOT STATED"
"2010-2011","ACC_47B",1,"YES"
"2010-2011","ACC_47B",2,"NO"
"2010-2011","ACC_47B",6,"NOT APPLICABLE"
"2010-2011","ACC_47B",7,"DON'T KNOW"
"2010-2011","ACC_47B",8,"REFUSAL"
"2010-2011","ACC_47B",9,"NOT STATED"
"2010-2011","ACC_47C",1,"YES"
"2010-2011","ACC_47C",2,"NO"
"2010-2011","ACC_47C",6,"NOT APPLICABLE"
"2010-2011","ACC_47C",7,"DON'T KNOW"
"2010-2011","ACC_47C",8,"REFUSAL"
"2010-2011","ACC_47C",9,"NOT STATED"
"2010-2011","ACC_47D",1,"YES"
"2010-2011","ACC_47D",2,"NO"
"2010-2011","ACC_47D",6,"NOT APPLICABLE"
"2010-2011","ACC_47D",7,"DON'T KNOW"
"2010-2011","ACC_47D",8,"REFUSAL"
"2010-2011","ACC_47D",9,"NOT STATED"
"2013-2014","ACC_47D",1,"YES"
"2013-2014","ACC_47D",2,"NO"
"2013-2014","ACC_47D",6,"NOT APPLICABLE"
"2013-2014","ACC_47D",7,"DON'T KNOW"
"2013-2014","ACC_47D",8,"REFUSAL"
"2013-2014","ACC_47D",9,"NOT STATED"
"2010-2011","ACC_47E",1,"YES"
"2010-2011","ACC_47E",2,"NO"
"2010-2011","ACC_47E",6,"NOT APPLICABLE"
"2010-2011","ACC_47E",7,"DON'T KNOW"
"2010-2011","ACC_47E",8,"REFUSAL"
"2010-2011","ACC_47E",9,"NOT STATED"
"2013-2014","ACC_47E",1,"YES"
"2013-2014","ACC_47E",2,"NO"
"2013-2014","ACC_47E",6,"NOT APPLICABLE"
"2013-2014","ACC_47E",7,"DON'T KNOW"
"2013-2014","ACC_47E",8,"REFUSAL"
"2013-2014","ACC_47E",9,"NOT STATED"
"2010-2011","ACC_47F",1,"YES"
"2010-2011","ACC_47F",2,"NO"
"2010-2011","ACC_47F",6,"NOT APPLICABLE"
"2010-2011","ACC_47F",7,"DON'T KNOW"
"2010-2011","ACC_47F",8,"REFUSAL"
"2010-2011","ACC_47F",9,"NOT STATED"
"2013-2014","ACC_47F",1,"YES"
"2013-2014","ACC_47F",2,"NO"
"2013-2014","ACC_47F",6,"NOT APPLICABLE"
"2013-2014","ACC_47F",7,"DON'T KNOW"
"2013-2014","ACC_47F",8,"REFUSAL"
"2013-2014","ACC_47F",9,"NOT STATED"
"2010-2011","ACC_47G",1,"YES"
"2010-2011","ACC_47G",2,"NO"
"2010-2011","ACC_47G",6,"NOT APPLICABLE"
"2010-2011","ACC_47G",7,"DON'T KNOW"
"2010-2011","ACC_47G",8,"REFUSAL"
"2010-2011","ACC_47G",9,"NOT STATED"
"2010-2011","ACC_47H",1,"YES"
"2010-2011","ACC_47H",2,"NO"
"2010-2011","ACC_47H",6,"NOT APPLICABLE"
"2010-2011","ACC_47H",7,"DON'T KNOW"
"2010-2011","ACC_47H",8,"REFUSAL"
"2010-2011","ACC_47H",9,"NOT STATED"
"2010-2011","ACC_47I",1,"YES"
"2010-2011","ACC_47I",2,"NO"
"2010-2011","ACC_47I",6,"NOT APPLICABLE"
"2010-2011","ACC_47I",7,"DON'T KNOW"
"2010-2011","ACC_47I",8,"REFUSAL"
"2010-2011","ACC_47I",9,"NOT STATED"
"2010-2011","ACC_50",1,"YES"
"2010-2011","ACC_50",2,"NO"
"2010-2011","ACC_50",6,"NOT APPLICABLE"
"2010-2011","ACC_50",7,"DON'T KNOW"
"2010-2011","ACC_50",8,"REFUSAL"
"2010-2011","ACC_50",9,"NOT STATED"
"2013-2014","ACC_50",1,"YES"
"2013-2014","ACC_50",2,"NO"
"2013-2014","ACC_50",6,"NOT APPLICABLE"
"2013-2014","ACC_50",7,"DON'T KNOW"
"2013-2014","ACC_50",8,"REFUSAL"
"2013-2014","ACC_50",9,"NOT STATED"
"2010-2011","ACC_50A",1,"YES"
"2010-2011","ACC_50A",2,"NO"
"2010-2011","ACC_50A",6,"NOT APPLICABLE"
"2010-2011","ACC_50A",7,"DON'T KNOW"
"2010-2011","ACC_50A",8,"REFUSAL"
"2010-2011","ACC_50A",9,"NOT STATED"
"2013-2014","ACC_50A",1,"YES"
"2013-2014","ACC_50A",2,"NO"
"2013-2014","ACC_50A",6,"NOT APPLICABLE"
"2013-2014","ACC_50A",7,"DON'T KNOW"
"2013-2014","ACC_50A",8,"REFUSAL"
"2013-2014","ACC_50A",9,"NOT STATED"
"2010-2011","ACC_51",1,"YES"
"2010-2011","ACC_51",2,"NO"
"2010-2011","ACC_51",6,"NOT APPLICABLE"
"2010-2011","ACC_51",7,"DON'T KNOW"
"2010-2011","ACC_51",8,"REFUSAL"
"2010-2011","ACC_51",9,"NOT STATED"
"2013-2014","ACC_51",1,"YES"
"2013-2014","ACC_51",2,"NO"
"2013-2014","ACC_51",6,"NOT APPLICABLE"
"2013-2014","ACC_51",7,"DON'T KNOW"
"2013-2014","ACC_51",8,"REFUSAL"
"2013-2014","ACC_51",9,"NOT STATED"
"2010-2011","ACC_52",1,"YES"
"2010-2011","ACC_52",2,"NO"
"2010-2011","ACC_52",3,"NOT REQUIRED"
"2010-2011","ACC_52",6,"NOT APPLICABLE"
"2010-2011","ACC_52",7,"DON'T KNOW"
"2010-2011","ACC_52",8,"REFUSAL"
"2010-2011","ACC_52",9,"NOT STATED"
"2013-2014","ACC_52",1,"YES"
"2013-2014","ACC_52",2,"NO"
"2013-2014","ACC_52",3,"NOT REQUIRED"
"2013-2014","ACC_52",6,"NOT APPLICABLE"
"2013-2014","ACC_52",7,"DON'T KNOW"
"2013-2014","ACC_52",8,"REFUSAL"
"2013-2014","ACC_52",9,"NOT STATED"
"2010-2011","ACC_53A",1,"YES"
"2010-2011","ACC_53A",2,"NO"
"2010-2011","ACC_53A",6,"NOT APPLICABLE"
"2010-2011","ACC_53A",7,"DON'T KNOW"
"2010-2011","ACC_53A",8,"REFUSAL"
"2010-2011","ACC_53A",9,"NOT STATED"
"2013-2014","ACC_53A",1,"YES"
"2013-2014","ACC_53A",2,"NO"
"2013-2014","ACC_53A",6,"NOT APPLICABLE"
"2013-2014","ACC_53A",7,"DON'T KNOW"
"2013-2014","ACC_53A",8,"REFUSAL"
"2013-2014","ACC_53A",9,"NOT STATED"
"2010-2011","ACC_53B",1,"YES"
"2010-2011","ACC_53B",2,"NO"
"2010-2011","ACC_53B",6,"NOT APPLICABLE"
"2010-2011","ACC_53B",7,"DON'T KNOW"
"2010-2011","ACC_53B",8,"REFUSAL"
"2010-2011","ACC_53B",9,"NOT STATED"
"2013-2014","ACC_53B",1,"YES"
"2013-2014","ACC_53B",2,"NO"
"2013-2014","ACC_53B",6,"NOT APPLICABLE"
"2013-2014","ACC_53B",7,"DON'T KNOW"
"2013-2014","ACC_53B",8,"REFUSAL"
"2013-2014","ACC_53B",9,"NOT STATED"
"2010-2011","ACC_53C",1,"YES"
"2010-2011","ACC_53C",2,"NO"
"2010-2011","ACC_53C",6,"NOT APPLICABLE"
"2010-2011","ACC_53C",7,"DON'T KNOW"
"2010-2011","ACC_53C",8,"REFUSAL"
"2010-2011","ACC_53C",9,"NOT STATED"
"2010-2011","ACC_53D",1,"YES"
"2010-2011","ACC_53D",2,"NO"
"2010-2011","ACC_53D",6,"NOT APPLICABLE"
"2010-2011","ACC_53D",7,"DON'T KNOW"
"2010-2011","ACC_53D",8,"REFUSAL"
"2010-2011","ACC_53D",9,"NOT STATED"
"2013-2014","ACC_53D",1,"YES"
"2013-2014","ACC_53D",2,"NO"
"2013-2014","ACC_53D",6,"NOT APPLICABLE"
"2013-2014","ACC_53D",7,"DON'T KNOW"
"2013-2014","ACC_53D",8,"REFUSAL"
"2013-2014","ACC_53D",9,"NOT STATED"
"2010-2011","ACC_53E",1,"YES"
"2010-2011","ACC_53E",2,"NO"
"2010-2011","ACC_53E",6,"NOT APPLICABLE"
"2010-2011","ACC_53E",7,"DON'T KNOW"
"2010-2011","ACC_53E",8,"REFUSAL"
"2010-2011","ACC_53E",9,"NOT STATED"
"2013-2014","ACC_53E",1,"YES"
"2013-2014","ACC_53E",2,"NO"
"2013-2014","ACC_53E",6,"NOT APPLICABLE"
"2013-2014","ACC_53E",7,"DON'T KNOW"
"2013-2014","ACC_53E",8,"REFUSAL"
"2013-2014","ACC_53E",9,"NOT STATED"
"2010-2011","ACC_53F",1,"YES"
"2010-2011","ACC_53F",2,"NO"
"2010-2011","ACC_53F",6,"NOT APPLICABLE"
"2010-2011","ACC_53F",7,"DON'T KNOW"
"2010-2011","ACC_53F",8,"REFUSAL"
"2010-2011","ACC_53F",9,"NOT STATED"
"2013-2014","ACC_53F",1,"YES"
"2013-2014","ACC_53F",2,"NO"
"2013-2014","ACC_53F",6,"NOT APPLICABLE"
"2013-2014","ACC_53F",7,"DON'T KNOW"
"2013-2014","ACC_53F",8,"REFUSAL"
"2013-2014","ACC_53F",9,"NOT STATED"
"2010-2011","ACC_53G",1,"YES"
"2010-2011","ACC_53G",2,"NO"
"2010-2011","ACC_53G",6,"NOT APPLICABLE"
"2010-2011","ACC_53G",7,"DON'T KNOW"
"2010-2011","ACC_53G",8,"REFUSAL"
"2010-2011","ACC_53G",9,"NOT STATED"
"2010-2011","ACC_53H",1,"YES"
"2010-2011","ACC_53H",2,"NO"
"2010-2011","ACC_53H",6,"NOT APPLICABLE"
"2010-2011","ACC_53H",7,"DON'T KNOW"
"2010-2011","ACC_53H",8,"REFUSAL"
"2010-2011","ACC_53H",9,"NOT STATED"
"2010-2011","ACC_53I",1,"YES"
"2010-2011","ACC_53I",2,"NO"
"2010-2011","ACC_53I",6,"NOT APPLICABLE"
"2010-2011","ACC_53I",7,"DON'T KNOW"
"2010-2011","ACC_53I",8,"REFUSAL"
"2010-2011","ACC_53I",9,"NOT STATED"
"2010-2011","ACC_53J",1,"YES"
"2010-2011","ACC_53J",2,"NO"
"2010-2011","ACC_53J",6,"NOT APPLICABLE"
"2010-2011","ACC_53J",7,"DON'T KNOW"
"2010-2011","ACC_53J",8,"REFUSAL"
"2010-2011","ACC_53J",9,"NOT STATED"
"2010-2011","ACC_53K",1,"YES"
"2010-2011","ACC_53K",2,"NO"
"2010-2011","ACC_53K",6,"NOT APPLICABLE"
"2010-2011","ACC_53K",7,"DON'T KNOW"
"2010-2011","ACC_53K",8,"REFUSAL"
"2010-2011","ACC_53K",9,"NOT STATED"
"2010-2011","ACC_53L",1,"YES"
"2010-2011","ACC_53L",2,"NO"
"2010-2011","ACC_53L",6,"NOT APPLICABLE"
"2010-2011","ACC_53L",7,"DON'T KNOW"
"2010-2011","ACC_53L",8,"REFUSAL"
"2010-2011","ACC_53L",9,"NOT STATED"
"2010-2011","ACC_53M",1,"YES"
"2010-2011","ACC_53M",2,"NO"
"2010-2011","ACC_53M",6,"NOT APPLICABLE"
